"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"13","Russell Wilson","QB","DEN","11.9","11.6","14","23.9","-","11.5","9.2","9.2","26.3","26.5","24.8","10","16","5.5","20.4","33.6","14.7","16.8","269.1"
"14","Derek Carr","QB","NO","22.4","25","11.9","23.8","22","9.8","12.4","35.8","7.7","-","21.6","17.4","20.8","5","11","22.1","-","17.9","268.5"
"15","Andy Dalton","QB","CAR","17.3","19.3","10.2","14.6","22.2","21.9","20.3","19.5","-","11.7","15.3","12.7","22.2","16.9","10.4","12.7","13.4","16.3","260.6"
"16","Marcus Mariota","QB","PHI","16.7","16.6","4.8","8.1","30.5","27.8","16.7","19.9","25.9","27.8","22.5","21.6","-","7.3","5.4","8.3","-","17.3","259.9"
"17","Philip Rivers","QB","FA","14.6","23.8","11.2","18.8","26.4","11.1","14.6","12.7","18.7","17","-","19.7","14.8","7.4","14.2","18.9","14.9","16.2","258.9"
"18","Tom Brady","QB","FA","-","-","-","-","29.6","27.2","18.2","30.1","-","11.3","28.4","19","14.9","26.1","7.4","20.6","25.6","21.5","258.6"
"19","Devonta Freeman","RB","FA","6","9.3","29.2","13.4","19.8","6.5","12.5","19.8","11.5","9.6","-","20.7","24.5","2.8","32.5","12.8","26.2","16.1","257.1"
"20","Jameis Winston","QB","NO","25.5","4.6","25.5","11.1","15.4","-","20.7","18.8","21.5","18.5","17.4","16","15.3","9","10.5","16.5","9.9","16","256.1"
"20","Mike Evans","WR","TB","18.4","16","24.2","8.4","17.9","BYE","25.6","9","32.5","8.6","13.5","26.4","7.3","6.2","7.9","19.2","15","16","256.1"
"22","Antonio Brown","WR","FA","28.6","5.9","20","20.4","18.3","6.5","15.4","-","18","27.4","11.6","29.6","14.4","10.3","7.3","20.6","-","17","254.3"
"23","Cam Newton","QB","FA","21.2","29.8","13.1","15.6","-","27","-","12.8","14.6","23.8","12.4","20.4","12.5","11.5","20","11.5","8.1","17","254.3"
"24","Ben Roethlisberger","QB","FA","21.8","19.8","7","33.9","29.2","9.6","-","-","18.9","28.4","8.7","20.8","17.6","2.6","14.9","19.1","-","18","252.2"
"25","Odell Beckham Jr.","WR","BAL","9.3","12.6","15.6","3.8","14.1","36.2","7.4","BYE","18.6","20.7","7.1","24.6","15","17.4","16.3","20.5","6.9","15.4","246.1"
"26","Joe Flacco","QB","FA","12","16.2","11.8","22","13","12.3","6","-","14.8","22.1","15.4","13.3","29.2","19.1","12.1","14.5","8.7","15.2","242.5"
"27","Melvin Gordon III","RB","FA","17.7","19.5","15.8","20.9","13.2","9.4","33.1","17.5","34.1","15.7","-","10.9","21.8","0.5","-","-","-","17.7","230.1"
"28","T.Y. Hilton","WR","FA","10.9","6.1","27.4","13.7","28.1","6.4","22.8","2.5","11.2","-","18.2","6.9","19.1","22","6","14.5","12.5","14.3","228.3"
"29","Alex Smith","QB","FA","28","3.6","13.2","17.7","-","8.9","17.3","10","-","8.4","19.4","15","12.5","11.7","11.6","22.4","24.7","15","224.3"
"30","Mark Ingram II","RB","FA","9.7","6.7","20.7","19.5","-","7","14.2","-1.5","30.1","7.3","9","29.2","7.8","2.8","10.2","24.3","22.2","13.7","219.2"
"31","Julio Jones","WR","FA","14.6","19.1","2.1","42","3.9","23.4","21.9","4.4","21.1","18.5","-","5.5","14.8","-","-","8","19.1","15.6","218.4"
"32","Jordan Howard","RB","FA","-","4.1","11.2","14.7","23.8","11","2.2","28.2","-","8","10.4","14.2","29.7","12","19.3","13.3","13.5","14.4","215.6"
"33","Carson Wentz","QB","FA","19.2","12.6","21","-","16.9","7.4","6.1","11.8","10.2","8.2","14.9","17.5","13.1","13.1","11.6","10.8","19.1","13.3","213.5"
"34","Michael Thomas","WR","NO","8.8","7.6","16.6","12.4","BYE","16.3","18","9.3","21.8","2","9.3","27.3","6.2","-","14.7","12.8","26.6","14","209.7"
"35","Davante Adams","WR","LV","12.5","2.1","9.3","-","17","4.4","31.7","13.4","12.1","18.6","5.7","25.8","2.2","18.4","3.5","12.4","20.1","13.1","209.2"
"36","Brandin Cooks","WR","DAL","30.4","10.3","2.9","4.6","-","27","15.3","12.4","9.1","17.3","8.4","0","11.2","8.6","34.1","12.3","3.4","13","207.3"
"37","Jay Ajayi","RB","FA","-","4.5","8.8","5.6","10.2","33.2","28.1","-","20.5","8.5","9.9","12.1","11.7","6.8","5.1","27.4","9.4","13.5","201.8"
"38","Frank Gore","RB","FA","9.8","13.8","14.8","18","8.4","11.3","16.8","13.2","20.1","-","14.1","3.6","7.9","14.4","13.5","6.9","8.6","12.2","195.2"
"39","Michael Crabtree","WR","FA","14.2","11.1","14.2","30.3","12.2","2","19.6","14.8","3.7","-","2","15","16.9","4.1","15","12.5","7.2","12.2","194.8"
"40","Trevor Siemian","QB","CIN","9.1","11.3","29","6.7","-","13.3","10.2","6.8","15.3","14.8","-","29","-","17.4","9.7","5.3","13.7","13.7","191.7"
"40","Latavius Murray","RB","BUF","13.7","19.1","10.3","3.4","-","-","19.3","9.6","31.2","BYE","11.7","16.3","24","16.3","7.7","6.1","3","13.7","191.7"
"42","Amari Cooper","WR","CLE","18.7","9.6","8.2","7.3","24.8","17.9","4.9","29.3","8.6","-","13.7","4.2","12.9","5.4","3.3","10.1","11.9","11.9","190.8"
"43","Larry Fitzgerald","WR","FA","24.1","16.6","9.5","8.8","23.1","7.9","11.5","12.4","-","19.2","9.3","7.3","12.8","2.7","7.2","5.1","12.8","11.9","190.3"
"44","Ryan Tannehill","QB","TEN","15.1","23","19","7.6","3.6","10.4","16.3","-","9.7","19.2","14.8","26.8","7","17.8","-","-","-","14.6","190.2"
"45","Jarvis Landry","WR","FA","9.4","16.5","23.1","9.6","4.5","12.6","12.3","-","4.8","8.3","11.3","6.7","14.1","10.3","18.3","4.4","18.1","11.5","184.3"
"46","Tyrell Williams","WR","FA","8.1","13.6","9.9","6.5","20.2","4.3","17.5","0.9","15.5","21","-","17","11.7","7.8","4","14.4","10","11.4","182.4"
"47","Julian Edelman","WR","FA","11.7","11.1","7.2","2.2","6","5.8","8.5","11.7","-","11.4","18.9","12.3","14.1","10.8","10.5","11.4","27.7","11.3","181.3"
"48","Travis Kelce","TE","KC","10.4","5.9","17.9","10.8","BYE","4.7","3.4","19.6","8.3","6.6","13.8","14.1","18","12.6","5.6","27.5","1.3","11.3","180.5"
"49","Carlos Hyde","RB","FA","22.3","4.7","25","14.4","20.4","5.2","-","-","-","1.4","12.5","18","10.3","26.5","6.2","11.7","-","13.7","178.6"
"50","Golden Tate","WR","FA","7.8","2.3","5.2","2.6","6","26.8","12.3","7.7","19.5","-","1.6","10.2","24.5","8.7","16.2","8.8","17.4","11.1","177.6"
"51","Lamar Miller","RB","FA","13.7","10.7","12.7","12.3","2.9","31.3","8.2","13.3","-","8.3","18.3","7","2.3","18.7","15.9","-","-","12.5","175.6"
"51","Tevin Coleman","RB","FA","14.2","14.1","28.4","4.8","24.3","2.2","13.9","-","-","-","-","8.3","4.9","18.5","7.6","21","13.4","13.5","175.6"
"53","Justin Tucker","K","BAL","9","15","17","8","4","11","14","BYE","9","9","6","19","10","13","12","15","4","10.9","175"
"54","Emmanuel Sanders","WR","FA","7.4","5.4","28.2","18.8","11.5","6","10.6","8.8","7.2","7.9","-","25.7","4.7","21.5","6.3","3.1","0","10.8","173.1"
"55","Tyreek Hill","WR","MIA","7.4","1.7","3.8","10.7","-","3","12.6","19","4.7","15.1","8.1","22","9.7","13.8","12.8","15.5","8.6","10.5","168.5"
"56","Kyle Rudolph","TE","FA","8.5","10.6","16.5","14","2.5","-","8","5.6","6.6","15.4","2.2","10.9","7.5","14","13.7","8.3","23.2","10.5","167.5"
"57","Greg Olsen","TE","FA","10.8","20.7","9.4","18.6","22.6","12.4","-","1.6","13.7","6.4","5.3","6.5","4.5","10.7","11.5","8.9","3.7","10.5","167.3"
"58","Allen Robinson II","WR","PIT","10.2","6.9","21.2","14","-","6.4","1.9","10","17.1","23.2","9.3","3.4","4.6","2.2","2.5","19.2","10.7","10.2","162.8"
"59","Adam Thielen","WR","CAR","7.4","6.1","4.4","3.1","22.2","-","6.2","5.5","8.8","10.7","15","9.3","10.1","12.1","0","38.6","1.2","10","160.7"
"60","DeAndre Hopkins","WR","TEN","13.9","20.8","7.6","0.9","14.1","11.6","6.1","6.4","-","7.3","8.3","9.5","13.3","4.3","12.7","5.8","15.8","9.9","158.4"
"61","Jamison Crowder","WR","NYG","8.8","12.9","15.8","3.1","5","11.8","14.3","21.2","-","12.4","17.7","12.8","11.7","4.7","2.4","0.8","2.6","9.9","158"
"62","Jimmy Graham","TE","FA","1.6","5.7","17","14.3","-","11.9","7.8","4.9","26.3","6.8","12.1","7.7","15.3","2.1","3.6","11.3","8.4","9.8","156.8"
"63","Willie Snead IV","WR","SF","27.7","13.9","-","2.8","-","6.7","13.2","8.6","5.1","19.2","5.3","12.3","4.8","11.5","11.6","3.1","9.7","10.4","155.5"
"64","A.J. Green","WR","FA","30","4.8","11.7","28.3","7","11.8","26.9","16.6","-","16.3","0","-","-","-","-","-","-","15.3","153.4"
"65","DeSean Jackson","WR","FA","13.2","5.5","18.1","1","5","7.5","6","6.3","-","-","13.1","19.8","6.4","17.7","14.6","13.9","4.4","10.2","152.5"
"66","Denver Broncos","DST","DEN","6","22","9","15","4","6","9","21","1","12","BYE","5","17","6","3","1","15","9.5","152"
"67","Sterling Shepard","WR","NYG","11.8","15.7","15.8","5","2.4","4.5","5.7","BYE","12.5","12.7","13.5","2.2","10.1","5.4","13.6","15.8","5.2","9.5","151.9"
"68","Cole Beasley","WR","FA","10.5","10","10.8","8.8","13.3","20.8","-","7.3","14.6","5.8","14.4","8.1","3.3","6.1","6.8","4.5","6.4","9.5","151.5"
"69","Stefon Diggs","WR","BUF","13.7","28.7","6","7.1","-","-","2.8","17.6","15.7","22.9","6.7","-","9.9","7","2.3","10.9","-","11.6","151.3"
"70","Dustin Hopkins","K","LAC","11","11","19","8","4","11","5","10","-","16","6","8","14","3","10","11","4","9.4","151"
"71","Adam Vinatieri","K","FA","12","11","8","12","23","12","10","2","7","-","7","1","13","5","13","6","7","9.3","149"
"72","Kansas City Chiefs","DST","KC","1","7","35","-2","BYE","10","11","11","11","13","4","9","11","5","8","10","4","9.3","148"
"72","Matt Prater","K","ARI","8","8","12","8","6","7","9","8","15","-","9","12","18","10","7","3","8","9.3","148"
"74","Kenny Stills","WR","FA","2.1","10.9","10.1","13.9","0","2.2","18.5","-","1.6","11.7","5.3","14.7","3.1","18.7","11.7","11","12.1","9.2","147.6"
"75","Wil Lutz","K","NO","11","8","8","5","BYE","13","3","16","12","5","8","7","8","10","12","12","9","9.2","147"
"76","Arizona Cardinals","DST","ARI","6","23","8","5","15","12","8","3","BYE","6","5","1","6","7","7","8","26","9.1","146"
"77","Marvin Jones Jr.","WR","DET","10.5","15.8","35.5","9.9","11.7","8.3","11.4","4.8","1","BYE","2","7.4","-","8.7","5.6","2.1","10.1","9.7","144.8"
"78","Zach Ertz","TE","ARI","8.8","-","-","-","5.2","2.7","1.9","3.9","13.7","8.5","12.5","5.1","18.4","16.2","11","4.3","32.4","10.3","144.6"
"79","Cameron Brate","TE","FA","4.5","3.1","19.1","9.2","4.3","-","4.4","9.7","12.8","17.9","2.8","6.9","17.6","6.7","15.8","7.7","-","9.5","142.5"
"80","Graham Gano","K","NYG","9","18","5","7","2","7","-","15","7","6","13","2","1","17","15","11","6","8.8","141"
"80","New York Giants","DST","NYG","1","13","3","0","4","2","21","BYE","7","6","7","23","6","13","12","3","20","8.8","141"
"82","Stephen Gostkowski","K","FA","14","7","9","0","7","10","3","13","-","6","6","11","17","4","12","11","10","8.8","140"
"82","Dan Bailey","K","FA","17","9","8","6","4","13","-","12","5","14","9","8","5","1","15","6","8","8.8","140"
"84","Minnesota Vikings","DST","MIN","21","12","20","8","10","BYE","8","2","3","3","14","3","8","6","-1","0","22","8.7","139"
"84","Cairo Santos","K","CHI","10","15","6","2","-","9","10","13","15","13","5","8","3","3","5","9","13","8.7","139"
"86","Stephen Hauschka","K","FA","6","3","13","11","-","10","7","9","8","14","8","4","16","4","7","5","13","8.6","138"
"87","Jordan Reed","TE","FA","9.9","9.5","7.6","23.8","9.3","-","-","20.4","-","5.1","10.4","26.5","-","1.5","1.1","-","10.5","11.3","135.6"
"88","Theo Riddick","RB","FA","25.3","8.5","8.3","7.8","23.2","-","-","23.3","8.1","-","12.3","8.3","10.2","-","-","-","-","13.5","135.3"
"89","Jordan Matthews","WR","FA","20.9","10.1","8.9","-","8.5","9","2.5","18","11.8","10.3","8.4","6.7","-","11.9","5.7","2.2","-","9.6","134.9"
"90","Dontrelle Inman","WR","FA","1.1","1.2","4.7","21.5","0.8","1.6","7.3","9.2","8.6","6.8","-","20.9","11.9","16.1","9.3","5.9","7.1","8.4","134"
"90","Jason Myers","K","SEA","13","2","6","14","BYE","5","11","2","2","10","9","3","5","13","10","19","10","8.4","134"
"92","Ryan Fitzpatrick","QB","FA","15.1","21.1","-2.3","8.9","15.1","5.2","8.7","14.4","10.4","-","-","16.9","1.5","-","0.3","1.7","16.4","9.5","133.4"
"93","Tampa Bay Buccaneers","DST","TB","3","0","10","4","9","BYE","11","3","0","24","5","19","12","11","5","1","16","8.3","133"
"94","Brandon McManus","K","JAC","3","15","5","9","12","8","9","9","11","13","-","10","9","4","3","6.6","6","8.3","132.6"
"95","James White","RB","FA","6.9","3.9","1.9","8.7","10.9","22.6","10.2","3.9","-","5.7","15.3","4.2","5.5","9.9","5","12.1","5","8.2","131.7"
"96","Mason Crosby","K","FA","9","2","11","-","12","11","9","6","8","7","6","9","3","8","12","9","7","8.1","129"
"97","Philadelphia Eagles","DST","PHI","11","10","16","BYE","6","8","18","3","4","5","2","0","3","10","7","13","12","8","128"
"98","Devontae Booker","RB","FA","-1.2","5.6","3","3","7.9","6.3","15.2","14.9","3.5","9.8","-","10.6","10.2","2.1","4.3","8.1","23.9","8","127.2"
"99","Jerick McKinnon","RB","KC","1.4","0.6","7.2","17","5.1","-","5.3","-","0.8","4.8","4.6","9.1","14","9.9","11.6","11","24.5","8.5","126.9"
"100","DeVante Parker","WR","NE","-","14.6","12.6","3","8","5.3","3.5","-","1.8","12.8","17.9","7.9","10.9","2.4","2.2","16.5","7","8.4","126.4"
"101","New England Patriots","DST","NE","3","8","18","3","10","5","3","2","BYE","3","6","7","12","7","17","17","5","7.9","126"
"101","Josh Lambo","K","FA","9","8","11","11","7","13","17","1","13","7","-","3","3","4","4","6","9","7.9","126"
"103","Carolina Panthers","DST","CAR","8","14","2","7","3","-1","BYE","19","10","6","9","4","1","18","8","4","12","7.8","124"
"104","Chris Thompson","RB","FA","10.9","7.3","2.1","11","6.5","8.1","14.8","6.6","-","3.1","2.4","5.9","5","9.8","6.1","16.2","7.2","7.7","123"
"105","Taylor Gabriel","WR","FA","-","2.9","4.3","6.4","0","1.1","-","14.3","16.1","14.1","-","24.2","6.9","15.7","13.5","3","-","9.4","122.5"
"106","J.J. Nelson","WR","FA","1.6","-","0","2.9","0","4.9","10.3","23.9","-","1.9","0.5","4","10.7","18.9","12.3","20.7","9.5","8.1","122.1"
"107","Baltimore Ravens","DST","BAL","6","11","12","1","6","7","16","BYE","12","14","1","8","15","6","3","3","1","7.6","122"
"108","Alshon Jeffery","WR","FA","12.5","12.1","9.5","6.1","10.2","12.8","4.8","14.3","-","6.7","-","-","-","-","17.9","11.7","1.5","10","120.1"
"109","Mohamed Sanu Sr.","WR","FA","18.5","3.4","4.6","3.2","3.8","13.2","2.6","18.9","9.9","2.4","-","11","3.6","-","5.9","7.1","11.2","8","119.3"
"110","Ryan Succop","K","FA","4","5","4","9","7","4","10","12","5","13","6","9","-","10","9","6","6","7.4","119"
"110","Los Angeles Chargers","DST","LAC","4","9","12","2","4","12","5","13","14","3","-","13","3","3","7","10","5","7.4","119"
"112","Ty Montgomery","RB","NE","0","0","-0.1","-","0.1","13.4","17.6","-","10.6","3","5.9","2.4","6.6","16.1","29.3","6","7.6","7.9","118.5"
"113","Randall Cobb","WR","NYJ","9.8","6.8","3.8","-","15.3","14.8","23.1","-","8.4","5.1","9.9","7.1","9.4","4.8","0","-","-","9.1","118.3"
"114","Tavon Austin","WR","FA","3.5","8.1","18.9","1.8","12","4.1","17.7","-","2.3","3.9","3.4","13.5","-","12.4","4.2","11","1","7.9","117.8"
"114","Jason Witten","TE","FA","11.1","6.6","3.5","8.2","5.8","6.2","-","8.6","23.4","8.9","6.2","4.8","0","4.6","8.1","10.3","1.5","7.4","117.8"
"116","Duke Johnson Jr.","RB","FA","6.5","7.6","10.6","8.6","3.2","15.4","5.3","14.6","5.6","4.6","7.1","5.5","-","5","11.8","5.9","0.4","7.4","117.7"
"117","Seattle Seahawks","DST","SEA","10","7","3","11","BYE","8","13","10","7","6","7","7","8","-3","11","2","9","7.3","116"
"118","Jack Doyle","TE","FA","17","5.7","9.5","1.1","1.8","13.3","18.3","4.6","8.6","-","1.2","3.5","3","8","5.2","7.1","8","7.2","115.9"
"119","Eric Ebron","TE","FA","13.1","7.3","9.4","6.2","-","-","-","11.4","12.7","-","14.6","0","5.8","5.2","5.6","13.3","9.1","8.7","113.7"
"120","T.J. Yeldon","RB","FA","14.9","7.8","3.8","13.7","-","3.1","3.3","7.6","13","7.4","4.2","2.5","9.7","12.5","8.7","0.5","-","7.5","112.7"
"121","Nick Folk","K","NE","11","13","3","5","8","3","6","7","11","0","-","7","4","11","8","3","12","7","112"
"122","Hunter Henry","TE","NE","2.5","0","7.7","14.1","14.9","17.3","2.1","2.4","BYE","8.1","-","9","1.9","8.3","11.2","0","12.3","7.5","111.8"
"123","Case Keenum","QB","HOU","2.2","10.1","13.7","18","6.8","29.5","7.9","-","13.8","7.7","-","-","-","-","1.3","-","-","11.1","111.1"
"124","Atlanta Falcons","DST","ATL","1","0","11","11","9","2","13","2","5","4","BYE","5","4","26","8","7","3","6.9","111"
"125","Chris Boswell","K","PIT","9","7","4","5","8","1","12","BYE","2","6","10","4","-","9","23","7","3","7.3","110"
"126","Chris Hogan","WR","FA","13.5","7.9","0.8","0","13.6","4.4","1.5","17.1","-","0","-","9","10.3","22.1","2.3","2.7","4.7","7.3","109.9"
"127","Travis Benjamin","WR","FA","6.7","26.4","8.2","4.8","15.2","1.2","7.4","11.9","1","-","-","1.3","3.4","-0.2","12.6","9","-","7.8","108.9"
"128","Pittsburgh Steelers","DST","PIT","5","6","-1","9","7","0","4","BYE","6","0","22","11","9","8","4","4","12","6.6","106"
"129","Adam Humphries","WR","FA","5.6","9.7","14.5","0.9","3.6","-","3.3","7.3","13.1","7.3","6.7","2.6","2.9","-","11.9","1.7","14.4","7","105.5"
"130","Miami Dolphins","DST","MIA","12","3","7","1","0","7","4","BYE","7","17","7","6","0","14","22","1","-4","6.5","104"
"131","Tyler Lockett","WR","SEA","3.2","11.9","0","1.8","BYE","4","2.3","5.2","3.5","8.7","4.9","0.9","22.3","7.6","22.5","4.8","-","6.9","103.6"
"132","Buffalo Bills","DST","BUF","10","5","22","15","17","6","0","1","4","BYE","9","2","-4","6","9","1","0","6.4","103"
"133","Giovani Bernard","RB","FA","4","20.2","6.9","5.7","12.6","11.4","15.2","13.1","-","5.1","8.6","-","-","-","-","-","-","10.3","102.8"
"134","Jalen Richard","RB","FA","16.5","3.2","4.6","2.5","12.7","2.2","0.6","4.7","8.2","-","12.7","2.3","5.3","2.9","6.9","15.4","0.3","6.3","101"
"135","Green Bay Packers","DST","GB","5","7","5","BYE","7","5","12","1","5","-3","-2","10","8","19","9","8","4","6.3","100"
"136","Derrick Henry","RB","TEN","5.4","5.4","4.5","0.9","5.4","3.7","0.3","17.7","-","3.1","0","12","BYE","5.2","17.8","4.5","13.3","6.6","99.2"
"137","William Fuller V","WR","FA","19.2","12.4","4.6","17.6","0.9","-","4.2","2.8","-","-","2.2","8","8.4","3.2","5.9","5.4","3.9","7.1","98.7"
"138","Tyler Boyd","WR","CIN","3.4","8.8","3.3","1.5","4.8","9.9","0.8","6.6","BYE","2.2","14.4","8.7","8.6","11.9","2.3","3.5","6.4","6.1","97.1"
"139","Mike Nugent","K","FA","12","10","5","19","2","5","7","3","-","8","0","6","14","6","-","-","-","7.5","97"
"140","Las Vegas Raiders","DST","LV","2","-1","11","4","9","1","8","2","7","-","7","12","8","7","9","6","2","5.9","94"
"141","Chosen Anderson","WR","MIA","0","0","4.4","2.2","1.5","4.4","8.6","4.6","6.9","8.4","-","2.4","14.1","14.1","16","0","6.3","5.9","93.9"
"142","Robert Woods","WR","HOU","4","1.5","8.1","12.4","3.6","13.5","-","7","21.2","-","5.6","-","-","3.4","1","5.8","6.3","7.2","93.4"
"143","Vernon Davis","TE","FA","2.5","7.6","0","1.3","3","12","10.9","11.8","-","14.1","0","9.3","7.2","0.6","4.3","1.8","5.9","5.8","92.3"
"144","Cincinnati Bengals","DST","CIN","4","5","4","13","2","-1","7","3","BYE","5","5","7","8","9","1","9","11","5.8","92"
"144","Tennessee Titans","DST","TEN","4","7","4","5","11","6","1","4","0","11","4","4","BYE","11","4","3","13","5.8","92"
"146","Los Angeles Rams","DST","LAR","1","11","12","17","3","0","6","BYE","9","10","7","0","0","1","4","8","2","5.7","91"
"146","Dallas Cowboys","DST","DAL","5","4","6","4","5","10","BYE","5","8","0","2","0","6","13","13","8","2","5.7","91"
"148","Houston Texans","DST","HOU","8","14","1","4","1","5","0","5","BYE","12","2","3","3","8","7","9","7","5.6","89"
"148","Cody Parkey","K","FA","-","-","12","11","1","9","5","9","4","1","3","7","-","4","8","9","6","6.4","89"
"150","Cordarrelle Patterson","RB","ATL","1.9","-0.2","1.3","6.5","12.6","-","16.2","5.1","7.5","3.2","7.3","6.2","2.6","3.3","7.4","2.3","4.4","5.5","87.6"
"150","Donte Moncrief","WR","FA","15.4","1.4","-","-","-","-","-","12","13","-","11.7","13.5","10.6","0","-","10","-","9.7","87.6"
"152","Greg Zuerlein","K","NYJ","0","10","9","5","15","4","4","-","4","9","5","3","5","2","3","3","6","5.4","87"
"153","Washington Commanders","DST","WAS","-1","6","8","8","7","6","4","7","BYE","6","6","0","1","9","2","12","5","5.4","86"
"154","Tajae Sharpe","WR","FA","11.1","5.3","6.3","2.5","2.7","0.1","7.9","1.6","7.8","14.3","14.8","2.1","-","0","2","6.3","0","5.3","84.8"
"155","Breshad Perriman","WR","IND","4","4.2","3.4","3.9","2.1","6.3","1.6","-","4.8","13.9","0","7.9","12.9","6.7","0","4.7","8.2","5.3","84.6"
"156","Rob Gronkowski","TE","FA","-","-","0","1.6","13.4","25.7","17.3","19.4","-","7.1","-","0","-","-","-","-","-","10.6","84.5"
"157","John Brown","WR","FA","1.3","1.9","10","19.4","1.6","7.9","-","12.9","-","5","0","2.4","0","0","16.6","1.7","3.5","5.6","84.2"
"158","Tyler Eifert","TE","FA","-","-","-","-","-","-","1.4","20.7","-","11.1","5.2","15.3","9.5","19.3","1.4","-","-","10.5","83.9"
"159","Allen Hurns","WR","FA","9.5","8.9","6","11.7","-","9.9","6.5","19.3","0","2.3","1.4","7.7","-","-","-","-","-","7.6","83.2"
"160","Phillip Dorsett II","WR","LV","11.4","3.5","4.2","13.2","3.6","2.2","-","5.8","3.8","-","5.5","4.6","0.7","3.4","11.5","1.3","7.6","5.5","82.3"
"161","Damien Williams","RB","FA","4.3","-","10","2","8","8.7","7.6","-","5.9","14.5","0","2.8","1.9","7.8","0","6.1","2.3","5.5","81.9"
"162","Indianapolis Colts","DST","IND","-3","3","10","2","2","3","11","2","5","BYE","6","-1","11","4","18","1","7","5.1","81"
"163","Brian Hoyer","QB","LV","-","3.1","18.9","19.8","23.8","12.1","2","-","-","-","-","-","-","-","-","-","-","13.3","79.6"
"164","Ryan Griffin","TE","FA","2.7","1","9.2","6.9","1.8","4.6","2.3","4.9","-","8.2","4.7","5.6","9.5","3.3","12.5","0","2","5","79.2"
"165","Chicago Bears","DST","CHI","4","1","1","7","4","7","11","9","BYE","5","0","0","15","14","3","-4","1","4.9","78"
"166","Corey Coleman","WR","FA","7.9","24.9","-","-","-","-","-","-","5.6","3.2","5.9","11.3","-","4.2","3.9","2.5","7.4","7.7","76.8"
"167","DeAndre Washington","RB","FA","2.9","5.7","6.7","4.1","7.7","4.9","2.7","3.2","4","-","0","-","-","0","3.9","24.2","6.7","5.5","76.7"
"168","Marquise Goodwin","WR","CLE","0","18.2","1.1","1.7","8.3","3.2","17.3","-","6.3","-","2.5","2.3","5.5","0","5.8","2.1","1.3","5","75.6"
"169","Vance McDonald","TE","FA","8.4","14","1.4","-","-","3.5","2.9","-","15.9","7","12.1","8","1.9","0","-","-","-","6.8","75.1"
"170","Chris Conley","WR","SF","6.3","2.5","5.9","10","-","4.1","3.9","7.4","4.3","1.7","4.8","4.1","0","8","2.1","2.4","7.5","4.7","75"
"171","Devin Funchess","WR","FA","1.4","8.9","0","6.6","0","11.8","-","5.3","3.3","13.1","4.2","2.9","5.4","10.3","0","1.4","-","5","74.6"
"172","Blaine Gabbert","QB","KC","14","20.7","5","12.5","19.5","-","-","-","-","-","-","-","1.5","-","-","-","-","12.2","73.2"
"173","Detroit Lions","DST","DET","0","8","1","3","7","2","7","6","4","BYE","13","6","11","5","3","-3","0","4.6","73"
"174","Matt Barkley","QB","BUF","-","-","-","-","-","-","-0.9","-","-","BYE","-","20.6","8","12.5","14.5","10.9","5.7","10.2","71.3"
