"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"469","Ke'Shawn Vaughn","TB","RB","7","9","3","0.33","2.9%","2.11","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","9","100.0%","4.0%","3","0.33","2.9%","2.11"
"470","Snoop Conner","JAX","RB","8","9","0","0.00","3.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","11.1%","0.2%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","8","88.9%","4.7%","0","0.00","2.7%","0.00"
"471","Josh Gordon","TEN","WR","2","9","1","0.11","16.1%","0.00","6","66.7%","6.1%","1","0.17","10.7%","0.00","3","33.3%","4.2%","0","0.00","5.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"472","Pharoh Cooper","ARZ","WR","5","9","2","0.22","4.3%","0.67","3","33.3%","0.8%","1","0.33","1.4%","1.00","6","66.7%","2.2%","1","0.17","2.9%","0.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"473","Jaret Patterson","WAS","RB","2","8","1","0.13","14.0%","0.00","1","12.5%","1.0%","0","0.00","1.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","7","87.5%","22.6%","1","0.14","12.3%","0.00"
"474","Jesse James","CLV","TE","2","8","0","0.00","11.4%","0.00","3","37.5%","2.6%","0","0.00","4.3%","0.00","2","25.0%","2.1%","0","0.00","2.9%","0.00","3","37.5%","6.8%","0","0.00","4.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"475","Nsimba Webster","CHI","WR","1","8","3","0.38","24.2%","1.75","8","100.0%","14.5%","3","0.38","24.2%","1.75","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"476","Mason Kinsey","TEN","WR","2","8","1","0.13","14.8%","0.38","0","0.0%","0.0%","0","0.00","0.0%","0.00","8","100.0%","11.4%","1","0.13","14.8%","0.38","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"477","C.J. Board","TEN","WR","4","8","1","0.13","5.6%","0.75","6","75.0%","2.4%","1","0.17","4.2%","1.00","2","25.0%","1.0%","0","0.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"478","Miller Forristall","CLV","TE","4","8","0","0.00","5.8%","0.00","4","50.0%","1.6%","0","0.00","2.9%","0.00","2","25.0%","1.0%","0","0.00","1.4%","0.00","2","25.0%","2.4%","0","0.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"479","Patrick Taylor","GB","RB","7","8","1","0.13","3.1%","2.13","1","12.5%","0.2%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","25.0%","1.6%","1","0.50","0.8%","8.50","5","62.5%","3.3%","0","0.00","2.0%","0.00"
"480","Dwayne Washington","NO","RB","11","8","1","0.13","2.0%","0.88","2","25.0%","0.3%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","6","75.0%","2.0%","1","0.17","1.5%","1.17"
"481","Kene Nwangwu","MIN","RB","14","7","2","0.29","1.2%","3.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","7","100.0%","2.0%","2","0.29","1.2%","3.00"
"482","Kendall Blanton","LA","TE","5","7","2","0.29","3.5%","5.00","1","14.3%","0.3%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","6","85.7%","7.9%","2","0.33","3.0%","5.83","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"483","Michael Burton","KC","FB","16","7","3","0.43","1.0%","1.57","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","28.6%","0.7%","0","0.00","0.3%","0.00","5","71.4%","1.1%","3","0.60","0.7%","2.20"
"484","Tory Carter","TEN","FB","6","7","0","0.00","3.9%","0.00","1","14.3%","0.3%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","28.6%","2.3%","0","0.00","1.1%","0.00","4","57.1%","3.9%","0","0.00","2.2%","0.00"
"485","Kirk Merritt","NO","WR","3","7","0","0.00","9.0%","0.00","4","57.1%","3.0%","0","0.00","5.1%","0.00","3","42.9%","2.7%","0","0.00","3.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"486","James Washington","DAL","WR","2","7","1","0.14","9.2%","0.00","7","100.0%","4.9%","1","0.14","9.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"487","Ben Ellefson","MIN","TE","4","7","3","0.43","4.2%","3.71","1","14.3%","0.3%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","6","85.7%","6.5%","3","0.50","3.6%","4.33","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"488","Scotty Washington","NE","TE","1","6","0","0.00","16.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","50.0%","6.8%","0","0.00","8.1%","0.00","3","50.0%","20.0%","0","0.00","8.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"489","D.J. Turner","LV","WR","8","6","1","0.17","2.2%","0.00","3","50.0%","0.6%","1","0.33","1.1%","0.00","3","50.0%","0.8%","0","0.00","1.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"490","Feleipe Franks","ATL","TE","6","6","0","0.00","3.4%","0.00","1","16.7%","0.3%","0","0.00","0.6%","0.00","4","66.7%","1.8%","0","0.00","2.3%","0.00","1","16.7%","1.6%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"491","J.J. Taylor","NE","RB","1","5","1","0.20","14.7%","1.60","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","100.0%","16.7%","1","0.20","14.7%","1.60"
"492","Lucas Krull","NO","TE","1","5","0","0.00","15.6%","0.00","2","40.0%","3.4%","0","0.00","6.3%","0.00","2","40.0%","4.8%","0","0.00","6.3%","0.00","1","20.0%","8.3%","0","0.00","3.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"493","Devine Ozigbo","DEN","RB","3","5","1","0.20","4.2%","0.60","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","100.0%","6.3%","1","0.20","4.2%","0.60"
"494","Daylen Baldwin","CLV","WR","1","5","2","0.40","15.6%","5.00","4","80.0%","7.5%","1","0.25","12.5%","2.50","1","20.0%","2.9%","1","1.00","3.1%","15.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"495","Damien Williams","ATL","RB","1","5","0","0.00","13.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","100.0%","19.2%","0","0.00","13.2%","0.00"
"496","Javon Wims","ARZ","WR","1","5","0","0.00","10.6%","0.00","4","80.0%","5.0%","0","0.00","8.5%","0.00","1","20.0%","1.2%","0","0.00","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"497","Jonathan Ward","ARZ, TEN","RB","4","5","3","0.60","3.4%","1.40","1","20.0%","0.4%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","4","80.0%","4.3%","3","0.75","2.7%","1.75"
"498","Larry Rountree","LAC","RB","3","5","2","0.40","4.4%","2.80","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","100.0%","5.7%","2","0.40","4.4%","2.80"
"499","Johnny Johnson","HST","WR","1","5","0","0.00","11.9%","0.00","3","60.0%","4.2%","0","0.00","7.1%","0.00","2","40.0%","3.7%","0","0.00","4.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"500","Jalen Camp","HST","WR","2","5","1","0.20","8.8%","1.40","3","60.0%","3.7%","1","0.33","5.3%","2.33","2","40.0%","3.6%","0","0.00","3.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"501","Josh Ali","ATL","WR","2","5","1","0.20","7.9%","0.00","1","20.0%","0.9%","1","1.00","1.6%","0.00","4","80.0%","4.8%","0","0.00","6.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"502","Kenny Yeboah","NYJ","TE","8","4","0","0.00","1.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","4","100.0%","1.7%","0","0.00","1.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"503","Trinity Benson","DET","WR","1","4","0","0.00","13.3%","0.00","2","50.0%","3.9%","0","0.00","6.7%","0.00","2","50.0%","4.9%","0","0.00","6.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"504","Kyric Mcgowan","WAS","WR","1","4","0","0.00","10.5%","0.00","2","50.0%","2.9%","0","0.00","5.3%","0.00","2","50.0%","2.9%","0","0.00","5.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"505","Ty Chandler","MIN","RB","2","4","0","0.00","5.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","4","100.0%","8.3%","0","0.00","5.1%","0.00"
"506","Britain Covey","PHI","WR","17","4","0","0.00","0.6%","0.00","2","50.0%","0.2%","0","0.00","0.3%","0.00","2","50.0%","0.2%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"507","Tyler Badie","DEN","RB","1","3","1","0.33","10.3%","8.00","1","33.3%","1.9%","0","0.00","3.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","66.7%","10.0%","1","0.50","6.9%","12.00"
"508","Rashard Higgins","CAR","WR","2","3","0","0.00","4.5%","0.00","2","66.7%","1.8%","0","0.00","3.0%","0.00","1","33.3%","1.4%","0","0.00","1.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"509","Erik Ezukanma","MIA","WR","2","3","1","0.33","3.9%","1.00","1","33.3%","0.7%","1","1.00","1.3%","3.00","2","66.7%","1.6%","0","0.00","2.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"510","Kwamie Lassiter","CIN","WR","1","3","0","0.00","7.1%","0.00","3","100.0%","3.9%","0","0.00","7.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"511","Trey Sermon","PHI","RB","2","3","0","0.00","4.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","100.0%","9.1%","0","0.00","4.3%","0.00"
"512","Marcus Kemp","KC","WR","3","3","0","0.00","2.0%","0.00","3","100.0%","1.1%","0","0.00","2.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"513","Jacob Hollister","MIN, LV","TE","3","3","0","0.00","3.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","100.0%","6.5%","0","0.00","3.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"514","Nikola Kalinic","IND","TE","7","3","0","0.00","1.2%","0.00","1","33.3%","0.2%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","33.3%","1.1%","0","0.00","0.4%","0.00","1","33.3%","0.6%","0","0.00","0.4%","0.00"
"515","Jordan Howard","NO","RB","2","3","0","0.00","4.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","100.0%","5.3%","0","0.00","4.5%","0.00"
"516","Matt Slater","NE","WR","12","3","0","0.00","0.7%","0.00","1","33.3%","0.1%","0","0.00","0.2%","0.00","2","66.7%","0.4%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"517","Jake Tonges","CHI","TE","3","3","1","0.33","3.6%","0.00","1","33.3%","0.7%","1","1.00","1.2%","0.00","1","33.3%","1.0%","0","0.00","1.2%","0.00","1","33.3%","2.6%","0","0.00","1.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"518","Garrett Griffin","DET","TE","1","3","0","0.00","6.5%","0.00","2","66.7%","2.5%","0","0.00","4.3%","0.00","1","33.3%","1.3%","0","0.00","2.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"519","Lynn Bowden","NE","RB","1","2","0","0.00","5.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","100.0%","4.9%","0","0.00","5.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"520","Keke Coutee","IND","WR","7","2","1","0.50","0.7%","10.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","100.0%","0.5%","1","0.50","0.7%","10.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"521","Duke Johnson","BUF","RB","1","2","0","0.00","4.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","100.0%","8.0%","0","0.00","4.0%","0.00"
"522","Cornell Powell","KC","WR","1","2","0","0.00","4.3%","0.00","2","100.0%","2.6%","0","0.00","4.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"523","Dez Fitzpatrick","TEN","WR","1","2","0","0.00","6.5%","0.00","2","100.0%","3.7%","0","0.00","6.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"524","Noah Togiai","PHI","TE","2","2","1","0.50","2.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","100.0%","5.6%","1","0.50","2.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"525","Ty'Son Williams","ARZ","RB","1","2","1","0.50","6.5%","2.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","100.0%","9.1%","1","0.50","6.5%","2.50"
"526","Tyler Mabry","SEA","TE","2","2","1","0.50","2.7%","3.50","1","50.0%","0.8%","0","0.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","50.0%","2.3%","1","1.00","1.4%","7.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"527","Nick Boyle","BLT","TE","10","2","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","100.0%","1.1%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"528","Godwin Igwebuike","SEA","RB","5","1","1","1.00","0.5%","3.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","0.7%","1","1.00","0.5%","3.00"
"529","Preston Williams","CAR","WR","1","1","0","0.00","5.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","4.3%","0","0.00","5.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"530","Kaylon Geiger","TB","WR","2","1","0","0.00","1.0%","0.00","1","100.0%","0.6%","0","0.00","1.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"531","Taiwan Jones","BUF","RB","7","1","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","0.6%","0","0.00","0.4%","0.00"
"532","Ethan Fernea","IND","WR","1","1","0","0.00","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","1.4%","0","0.00","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"533","Maurice Alexander","DET","WR","4","1","1","1.00","0.7%","7.00","1","100.0%","0.4%","1","1.00","0.7%","7.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"534","Alex Armah","WAS","RB","2","1","0","0.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","2.9%","0","0.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"535","Tay Martin","SF","WR","2","1","0","0.00","1.6%","0.00","1","100.0%","0.9%","0","0.00","1.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"536","Cody White","PIT","WR","1","1","1","1.00","2.9%","2.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","2.9%","1","1.00","2.9%","2.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"537","Jared Bernhardt","ATL","WR","2","1","0","0.00","1.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","4.5%","0","0.00","1.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"538","Rico Dowdle","DAL","RB","4","1","0","0.00","0.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","100.0%","1.4%","0","0.00","0.8%","0.00"
"539","Stanley Berryhill","DET","WR","2","1","0","0.00","1.8%","0.00","1","100.0%","1.1%","0","0.00","1.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
